Species;Name;Area 1;Area 2;Area 3;Area 4;Area 5;Area 6;Area 7;Area 8;Area 9;Area 10;Area 11;Area 12;Area 13;Area 14;Area 15;Area 16;Area 17;Area 18;Area 19;Area 20;Area 21;Area 22;Area 23;Area 24;Area 25;Area 26;Area 27;Area 28;Area 29;Area 30;Area 31;Area 32;Area 33;Area 34;Area 35;Area 36;Area 37;Area 38;Area 39;Area 40;Area 41;Area 42;Area 43;Area 44;Area 45;Area 46;Area 47;Area 48;Area 49;Area 50;Area 51;Area 52;Area 53;Area 54;Area 55;Area 56;Area 57;Area 58;Area 59;Area 60;Area 61;Area 62;Area 63;Area 64;Area 65;Area 66;Area 67;Area 68;Area 69;Area 70;Area 71;Area 72;Area 73;Area 74;Area 75;Area 76;Area 77;Area 78;Area 79;Area 80;Area 81;Area 82;Area 83;Area 84;Area 85;Area 86;Area 87;Area 88;Area 89;Area 90;Area 91;Area 92;Area 93;Area 94;Area 95;Area 96;Area 97;Area 98;Area 99;Area 100;Area 101;Area 102
Hogere plant;Urtica dioica - Grote brandnetel;;;;;;;;;;;;1.0;;;;;1.0;;;;;;2.0;;;;;8.0;;1.0;8.0;1.0;1.0;;;;;;;;8.0;;;;;;;;;;;;;2.0;;;;8.0;2.0;;;;;;;;;;;;;;;;;;;;;2.0;2.0;1.0;;;;;;2.0;;;;2.0;;8.0;;;1.0;2.0;;;0.0;
Hogere plant;Plantago major - Grote / Getande weegbree;;;;;;;;;;;;;1.0;;8.0;;;;;;;;;;;;2.0;;;;;;;;;;8.0;;;;;;;1.0;;1.0;8.0;;;;;;;;;;;;;;;;;;;2.0;;;;;;2.0;;;;3.0;;;;;;;8.0;4.0;;;;1.0;;;;;;;;;;;;;0.0;
Hogere plant;Amelanchier lamarckii - Amerikaans krentenboompje;;;;;;;;;;;;;;1.0;;;;;;;;;;;8.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;
Hogere plant;Convolvulus sepium - Haagwinde;;;;;;;;;;;;;;2.0;;;2.0;2.0;2.0;2.0;;;2.0;;;;;;;8.0;;;;;;1.0;;8.0;8.0;8.0;3.0;2.0;;;;2.0;;;;2.0;;;;;;;;;;;;;;;;;;;;3.0;;;2.0;;;;3.0;;;2.0;;2.0;;;;1.0;;;;8.0;4.0;;;;1.0;2.0;2.0;1.0;;;0.0;
Hogere plant;Epipactis helleborine subsp. helleborine - Brede wespenorchis;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Hedera helix - Klimop;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;2.0;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;8.0;2.0;;;;;;8.0;0.0;
Hogere plant;Hieracium sect. Sabauda - Boshavikskruid;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Holcus mollis - Gladde witbol;;;;;;;;;;;;;;2.0;;;1.0;;2.0;;;;2.0;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;8.0;2.0;;;;;;;;;;;2.0;;1.0;4.0;2.0;;;0.0;
Hogere plant;Ilex aquifolium - Hulst;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;1.0;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;8.0;0.0;
Hogere plant;Lysimachia nummularia - Penningkruid;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Mos;Pseudoscleropodium purum - Groot laddermos;;;;;;;;;;;;;;3.0;;;;;;;8.0;;;;2.0;2.0;2.0;;;;;;;;;;;;2.0;;;;;;;;;;;2.0;;3.0;;;;;;;;;;;;;;;;2.0;;;3.0;;8.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Quercus robur - Zomereik;;;;;;;;;;;;;;8.0;;;;1.0;1.0;;2.0;;;;1.0;;;2.0;8.0;;;;;8.0;;2.0;;;;;;;3.0;;;;;;;2.0;;;;;;;;;;;;;;;1.0;;;;;3.0;2.0;;8.0;;;;;;;;;;;;;;;;;;;;8.0;;;;1.0;;8.0;8.0;0.0;
Hogere plant;Apera spica-venti - Grote windhalm;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Mos;Barbula species - Smaragdsteeltje p.p. (G);;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Crataegus monogyna - Eenstijlige meidoorn;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;1.0;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Juncus effusus - Pitrus;;;;;;;;;;;;;;;1.0;8.0;2.0;;;;1.0;;;;2.0;;;1.0;;;;;8.0;2.0;;;2.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;8.0;;;;2.0;;;;;8.0;;;;3.0;3.0;1.0;;2.0;;3.0;0.0;
Hogere plant;Pseudognaphalium luteoalbum - Bleekgele droogbloem;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Sagina procumbens - Liggende vetmuur;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Trifolium hybridum subsp. hybridum - Basterdklaver;;;;;;;;;;;;;;;1.0;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Berula erecta - Kleine watereppe;;;;;;;;;;;;;;;;2.0;2.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;8.0;1.0;2.0;;;0.0;
Hogere plant;Callitriche obtusangula - Stomphoekig sterrenkroos;;;;;;;;;;;;;;;;8.0;8.0;8.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;8.0;8.0;2.0;;;0.0;
Hogere plant;Hydrocharis morsus-ranae - Kikkerbeet;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Lemna minor - Klein kroos;;;;;;;;;;;;;;;;8.0;;;;;;;8.0;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;8.0;;;;;2.0;;;2.0;;;0.0;
Hogere plant;Myosotis scorpioides subsp. scorpioides - Moerasvergeet-mij-nietje;;;;;;;;;;;;;;;;8.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;3.0;;;;;;0.0;
Hogere plant;Nasturtium microphyllum - Slanke waterkers;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Sparganium erectum - Grote egelskop;;;;;;;;;;;;;;;;8.0;8.0;8.0;;;;;8.0;;;;;;;8.0;;;2.0;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;8.0;8.0;;;;;;;;;8.0;;;;8.0;3.0;;;;;0.0;
Hogere plant;Veronica catenata - Rode waterereprijs;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Alisma plantago-aquatica - Grote waterweegbree;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;8.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;2.0;3.0;;;;;0.0;
Hogere plant;Dactylorhiza praetermissa - Rietorchis;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;2.0;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Oenanthe aquatica - Watertorkruid;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Phragmites australis - Riet;;;;;;;;;;;;;;;;;8.0;;;;;1.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;3.0;;;;;;2.0;2.0;;;;;;;;;;;;;;;8.0;;;;;0.0;
Hogere plant;Alnus glutinosa - Zwarte els;;;;;;;;;;;;;;;;;;1.0;1.0;2.0;8.0;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;8.0;;0.0;
Hogere plant;Epilobium parviflorum - Viltige basterdwederik;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;2.0;;;;;;;;;;;;;;;;;;1.0;1.0;;;0.0;
Hogere plant;Glyceria maxima - Liesgras;;;;;;;;;;;;;;;;;;8.0;8.0;;;;8.0;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;8.0;;;;;;;;;;;;;;3.0;;8.0;8.0;;;0.0;
Hogere plant;Typha latifolia - Grote lisdodde;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;8.0;;;;;;3.0;2.0;;;0.0;
Hogere plant;Cardamine species - Veldkers (G);;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Carex flacca - Zeegroene zegge;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Cynosurus cristatus - Kamgras;;;;;;;;;;;;;;;;;;;;1.0;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Epipactis palustris - Moeraswespenorchis;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Parentucellia viscosa - Kleverige ogentroost;;;;;;;;;;;;;;;;;;;;2.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Salix cinerea - Grauwe wilg s.l.;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;3.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Silene flos-cuculi - Echte koekoeksbloem;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;2.0;;;;;;;;;;;;;;;3.0;2.0;;4.0;;;;;;;;2.0;;;;;;;;;;;;;;;;0.0;
Hogere plant;Succisa pratensis - Blauwe knoop;;;;;;;;;;;;;;;;;;;;2.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Betula pubescens - Zachte berk;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;0.0;
Hogere plant;Calluna vulgaris - Struikhei;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Dactylorhiza maculata - Gevlekte orchis;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Danthonia decumbens - Tandjesgras;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Helictochloa pratensis - Beemdhaver;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Quercus rubra - Amerikaanse eik;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;2.0;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;0.0;
Hogere plant;Salix aurita - Geoorde wilg;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Juncus acutiflorus - Veldrus;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;8.0;;;;;8.0;;;;;;;;;;;;;3.0;;;;;;0.0;
Hogere plant;Juncus tenuis - Tengere rus;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Bidens frondosa - Zwart tandzaad;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;2.0;2.0;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Galium palustre - Moeraswalstro;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Rumex crispus - Krulzuring;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;3.0;2.0;;;;;1.0;;;;;;;;;;;;;;;0.0;
Hogere plant;Acer pseudoplatanus - Gewone esdoorn;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Linaria vulgaris - Vlasbekje;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;0.0;
Hogere plant;Malva alcea - Vijfdelig kaasjeskruid;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Prunus padus - Vogelkers;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;8.0;;;;;;;;;1.0;;8.0;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Cerastium arvense - Akkerhoornbloem;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;;3.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Verbascum nigrum - Zwarte toorts;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Viola arvensis - Akkerviooltje;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Carex pilulifera - Pilzegge;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;3.0;0.0;
Hogere plant;Heracleum sphondylium subsp. sphondylium - Gewone berenklauw;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;8.0;;;;;;;;;;;;;;;;;;;2.0;;;8.0;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;0.0;
Hogere plant;Populus nigra - Zwarte populier;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;0.0;
Hogere plant;Potentilla indica - Schijnaardbei;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;0.0;
Hogere plant;Prunus serotina - Amerikaanse vogelkers;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;8.0;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;1.0;8.0;0.0;
Hogere plant;Rosa species - Roos (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;2.0;;;;;;;0.0;
Hogere plant;Rubus armeniacus - Dijkviltbraam;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;8.0;;;8.0;;1.0;;;;;8.0;;;;;;;;;;;;;;;;;8.0;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;8.0;;;;;;2.0;0.0;
Hogere plant;Rubus divaricatus - Bokkoepelbraam;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;0.0;
Hogere plant;Salix alba - Schietwilg;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;8.0;;;;;2.0;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;3.0;;2.0;;;;;;;;;3.0;;;;;;;;;8.0;;;;;;;0.0;
Hogere plant;Scrophularia nodosa - Knopig helmkruid;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Stachys sylvatica - Bosandoorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;0.0;
Hogere plant;Corylus avellana - Hazelaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;0.0;
Hogere plant;Dryopteris dilatata - Brede stekelvaren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;0.0;
Mos;Hypnum cupressiforme - Gesnaveld klauwtjesmos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;2.0;;3.0;;;;;;;;;;;;;;;;;;;;2.0;;;;1.0;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;2.0;;1.0;;4.0;;;;;8.0;8.0;0.0;
Mos;Mnium hornum - Gewoon sterrenmos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;0.0;
Hogere plant;Sambucus nigra - Gewone vlier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;2.0;0.0;
Hogere plant;Sorbus aucuparia - Wilde lijsterbes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;8.0;8.0;0.0;
Hogere plant;Carex acuta - Scherpe zegge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Eleocharis palustris - Gewone waterbies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Elodea nuttallii - Smalle waterpest;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Lemna trisulca - Puntkroos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Myosotis laxa subsp. caespitosa - Zompvergeet-mij-nietje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;3.0;;2.0;;;;;;;;;;;;;;1.0;;;;;0.0;
Hogere plant;Pastinaca sativa - Gewone pastinaak / Brandpastinaak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Potamogeton species - Fonteinkruid (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Aegopodium podagraria - Zevenblad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;3.0;;;;;;;;;1.0;;;;;;;;;;;;;8.0;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Brassica nigra - Zwarte mosterd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;0.0;
Hogere plant;Geranium pratense - Beemdooievaarsbek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;3.0;;;;;;;;;;;;;;;;;;;;;;2.0;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Anthriscus sylvestris - Fluitenkruid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;2.0;;8.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Galium aparine - Kleefkruid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;2.0;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;3.0;;1.0;;;;;0.0;
Mos;Orthotrichum affine - Gewone haarmuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
